epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
72,252.136,0.67974,0.61686,1.07814,0.93327,0.95238,0.97468,0.79331,0.60034,0.39542,0.83465,0.000424556,0.000424556,0.000424556
73,255.525,0.74872,0.63666,1.14164,0.9592,0.90476,0.96345,0.79333,0.57981,0.38582,0.83874,0.000410409,0.000410409,0.000410409
74,259.012,0.66953,0.62158,1.0695,0.96985,0.90729,0.96619,0.80091,0.57927,0.37928,0.84625,0.000396262,0.000396262,0.000396262
75,262.39,0.67611,0.5829,1.09087,0.95273,0.91043,0.96531,0.80981,0.57717,0.37309,0.84481,0.000382115,0.000382115,0.000382115
76,265.757,0.67543,0.5679,1.06083,0.94193,0.90476,0.96226,0.79916,0.58508,0.41159,0.85311,0.000367967,0.000367967,0.000367967
77,269.248,0.62739,0.55774,1.04868,0.90137,0.92231,0.97098,0.80414,0.57537,0.42513,0.84414,0.00035382,0.00035382,0.00035382
78,272.721,0.69886,0.60566,1.11123,0.93064,0.9288,0.95328,0.79818,0.57113,0.39072,0.84683,0.000339673,0.000339673,0.000339673
79,276.15,0.66423,0.56407,1.07312,0.93744,0.92596,0.96214,0.82166,0.53928,0.37177,0.8195,0.000325526,0.000325526,0.000325526
80,279.663,0.67016,0.61724,1.07767,0.93711,0.92487,0.956,0.81921,0.54838,0.38435,0.82627,0.000311379,0.000311379,0.000311379
81,283.087,0.67278,0.56755,1.07067,0.9415,0.91667,0.95034,0.81302,0.54707,0.40682,0.82294,0.000297232,0.000297232,0.000297232
82,286.508,0.64843,0.51829,1.03519,0.94195,0.91524,0.95102,0.80088,0.56337,0.41473,0.83073,0.000283085,0.000283085,0.000283085
83,289.944,0.61988,0.52387,1.06256,0.95912,0.91667,0.95068,0.79114,0.56735,0.39624,0.84343,0.000268938,0.000268938,0.000268938
84,293.419,0.63759,0.56725,1.08341,0.94569,0.90959,0.95065,0.80039,0.55828,0.40176,0.83061,0.000254791,0.000254791,0.000254791
85,296.873,0.65239,0.53609,1.05202,0.94796,0.91956,0.95281,0.79958,0.56662,0.40231,0.83555,0.000240644,0.000240644,0.000240644
86,300.364,0.65074,0.55161,1.05969,0.95835,0.9053,0.94455,0.78214,0.58819,0.39474,0.85087,0.000226497,0.000226497,0.000226497
87,303.831,0.60039,0.51624,1.03867,0.93509,0.92682,0.95131,0.79104,0.58663,0.40582,0.8513,0.000212349,0.000212349,0.000212349
88,307.205,0.64805,0.54754,1.05177,0.96329,0.92546,0.95766,0.80417,0.57326,0.37133,0.83553,0.000198202,0.000198202,0.000198202
89,310.639,0.62685,0.54046,1.06072,0.95924,0.92853,0.95305,0.80732,0.57217,0.37477,0.83327,0.000184055,0.000184055,0.000184055
90,314.067,0.61452,0.49473,1.05908,0.95381,0.93185,0.95428,0.82023,0.55604,0.37047,0.82337,0.000169908,0.000169908,0.000169908
91,318.404,0.52189,0.41411,1.02235,0.95763,0.91929,0.94532,0.80938,0.54765,0.37552,0.81683,0.000155761,0.000155761,0.000155761
92,322.005,0.51646,0.37044,0.96579,0.94249,0.92095,0.94103,0.79398,0.54546,0.38903,0.8185,0.000141614,0.000141614,0.000141614
93,325.281,0.45535,0.35011,0.93082,0.95133,0.90748,0.94222,0.79135,0.54113,0.39139,0.8192,0.000127467,0.000127467,0.000127467
94,328.668,0.44392,0.3592,0.93752,0.94379,0.9216,0.94499,0.79578,0.5373,0.38733,0.81954,0.00011332,0.00011332,0.00011332
95,332.081,0.50619,0.3861,0.95857,0.93126,0.91953,0.9415,0.78807,0.53439,0.38639,0.81428,9.91726e-05,9.91726e-05,9.91726e-05
96,335.351,0.42488,0.32586,0.9105,0.93736,0.92326,0.94301,0.79388,0.5336,0.38631,0.813,8.50255e-05,8.50255e-05,8.50255e-05
97,338.72,0.42063,0.32146,0.93356,0.92754,0.92609,0.94251,0.7995,0.52285,0.38616,0.804,7.08784e-05,7.08784e-05,7.08784e-05
98,342.121,0.43351,0.32336,0.92199,0.94048,0.93274,0.94739,0.80429,0.51851,0.37527,0.80086,5.67313e-05,5.67313e-05,5.67313e-05
99,345.432,0.40864,0.31368,0.92481,0.92543,0.93757,0.94797,0.80615,0.51899,0.37007,0.80078,4.25842e-05,4.25842e-05,4.25842e-05
