epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
87,671.216,0.77349,1.58585,0.61333,1.22572,0.94119,0.90517,0.94397,0.75065,0.92859,0.89327,0.93065,0.67738,0.84461,1.80983,0.57808,1.39364,0.000820675,0.000820675,0.000820675
88,678.935,0.73,1.51961,0.58918,1.16343,0.97307,0.89327,0.95232,0.75033,0.94667,0.87198,0.93849,0.64489,0.85234,1.89006,0.52725,1.39604,0.000813601,0.000813601,0.000813601
89,686.696,0.73117,1.60596,0.58883,1.13149,0.97169,0.90139,0.95839,0.77632,0.95817,0.88958,0.95459,0.67881,0.76937,1.82177,0.45543,1.3162,0.000806528,0.000806528,0.000806528
90,694.54,0.79338,1.56029,0.62939,1.19245,0.91321,0.86211,0.94633,0.74663,0.91321,0.86211,0.94013,0.65194,0.8202,1.77913,0.57713,1.37186,0.000799454,0.000799454,0.000799454
91,702.217,0.71689,1.65079,0.59124,1.15391,0.92467,0.85352,0.93705,0.74032,0.89023,0.84688,0.92002,0.63075,0.84253,1.83709,0.60142,1.40822,0.00079238,0.00079238,0.00079238
92,710.009,0.78856,1.60353,0.71728,1.21165,0.97156,0.9204,0.97071,0.77377,0.97156,0.9204,0.97553,0.6833,0.75911,1.70431,0.44362,1.33332,0.000785307,0.000785307,0.000785307
93,717.777,0.71043,1.49882,0.72206,1.14603,0.92397,0.94027,0.95823,0.77793,0.91303,0.92898,0.94721,0.68261,0.75808,1.84978,0.47314,1.33484,0.000778233,0.000778233,0.000778233
94,725.548,0.73232,1.42546,0.5396,1.16738,0.94394,0.92279,0.95474,0.76841,0.94176,0.89516,0.94562,0.6802,0.82039,1.758,0.55793,1.38017,0.00077116,0.00077116,0.00077116
95,733.217,0.79091,1.59004,0.61903,1.19645,0.91802,0.88573,0.93692,0.72744,0.9277,0.85705,0.91428,0.66855,0.82527,1.81719,0.58463,1.3798,0.000764086,0.000764086,0.000764086
96,740.97,0.72506,1.43039,0.57277,1.17136,0.92682,0.90812,0.94685,0.75272,0.92682,0.90812,0.94399,0.68149,0.77074,1.74551,0.52302,1.34612,0.000757013,0.000757013,0.000757013
97,748.64,0.74241,1.44419,0.56169,1.16403,0.976,0.90611,0.97122,0.74526,0.976,0.90611,0.97147,0.67089,0.84219,1.7895,0.52833,1.39869,0.000749939,0.000749939,0.000749939
98,756.288,0.68406,1.37292,0.52528,1.1627,0.95925,0.88338,0.94921,0.7539,0.95925,0.88338,0.93262,0.6656,0.77257,1.78228,0.54827,1.33737,0.000742866,0.000742866,0.000742866
99,764.028,0.73068,1.46679,0.54085,1.14172,0.95982,0.91068,0.96029,0.76041,0.9469,0.8989,0.94445,0.68406,0.79331,1.76164,0.49082,1.41081,0.000735792,0.000735792,0.000735792
100,771.614,0.75385,1.33507,0.52964,1.17455,0.95753,0.93574,0.96815,0.74936,0.95753,0.93574,0.95176,0.69602,0.80823,1.93057,0.48003,1.40083,0.000728719,0.000728719,0.000728719
101,779.297,0.69125,1.35484,0.56342,1.14564,0.97593,0.87075,0.96493,0.76528,0.92322,0.9313,0.97015,0.68324,0.78006,1.67016,0.51256,1.39908,0.000721645,0.000721645,0.000721645
102,786.986,0.6703,1.3545,0.51131,1.12697,0.8543,0.87839,0.94233,0.73919,0.8543,0.87839,0.94152,0.66772,0.79724,1.68136,0.62412,1.41038,0.000714571,0.000714571,0.000714571
103,794.664,0.67949,1.41278,0.52784,1.13731,0.95932,0.92158,0.97597,0.75678,0.94671,0.90968,0.95409,0.67497,0.80015,1.68956,0.49804,1.42167,0.000707498,0.000707498,0.000707498
104,802.285,0.688,1.45899,0.56772,1.14975,0.98481,0.94048,0.9534,0.75432,0.97223,0.9325,0.94828,0.66141,0.80849,1.76677,0.42436,1.39862,0.000700424,0.000700424,0.000700424
105,809.932,0.70717,1.3874,0.56044,1.16837,0.9942,0.94434,0.96757,0.78145,0.98034,0.94789,0.96717,0.67265,0.75783,1.95427,0.4222,1.34165,0.000693351,0.000693351,0.000693351
106,817.578,0.68216,1.33996,0.54976,1.12145,0.99954,0.93379,0.96433,0.78452,0.98586,0.9221,0.95824,0.67012,0.71561,2.05012,0.40276,1.29436,0.000686277,0.000686277,0.000686277
107,825.241,0.67641,1.36878,0.51922,1.13953,0.99751,0.94766,0.9715,0.74682,0.96499,0.91306,0.94385,0.67325,0.84768,2.0615,0.45059,1.4273,0.000679204,0.000679204,0.000679204
108,832.836,0.68149,1.45228,0.53229,1.13303,0.92267,0.92535,0.95997,0.7758,0.90925,0.91361,0.95155,0.67775,0.76867,2.0135,0.53391,1.34007,0.00067213,0.00067213,0.00067213
109,840.476,0.71931,1.54404,0.55626,1.14353,0.95639,0.92113,0.96566,0.78833,0.95639,0.92113,0.96566,0.69977,0.742,1.97362,0.47834,1.27865,0.000665057,0.000665057,0.000665057
110,848.156,0.65278,1.46237,0.50321,1.11706,0.95566,0.95145,0.97858,0.79726,0.93118,0.92768,0.95455,0.67464,0.7856,1.89137,0.46762,1.32884,0.000657983,0.000657983,0.000657983
111,855.853,0.66651,1.39749,0.51175,1.10213,0.92888,0.91703,0.96885,0.77819,0.92196,0.89563,0.94049,0.6866,0.79568,1.8139,0.49914,1.34759,0.000650909,0.000650909,0.000650909
112,863.728,0.69406,1.41441,0.54439,1.12652,0.95458,0.98092,0.98216,0.78711,0.97413,0.9482,0.97738,0.69677,0.77441,1.71818,0.42144,1.33087,0.000643836,0.000643836,0.000643836
113,871.384,0.68257,1.55237,0.56408,1.1283,0.9073,0.93948,0.969,0.79078,0.9073,0.93948,0.969,0.70752,0.72803,1.74933,0.54446,1.29336,0.000636762,0.000636762,0.000636762
114,879.752,0.66158,1.31589,0.52931,1.12477,0.9909,0.94005,0.98192,0.79012,0.97834,0.92841,0.97182,0.71272,0.72286,1.67514,0.41904,1.29826,0.000629689,0.000629689,0.000629689
