epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
75,1092.28,1.50187,1.33991,1.77666,0.87555,0.82676,0.85738,0.41046,1.89113,1.11804,2.53646,0.0005116,0.0005116,0.0005116
76,1107.32,1.54607,1.41901,1.78307,0.84384,0.91301,0.87701,0.42729,1.81237,1.06587,2.4441,0.000505,0.000505,0.000505
77,1121.49,1.50628,1.35633,1.80093,0.85785,0.87082,0.88394,0.49927,1.63681,0.98387,2.27453,0.0004984,0.0004984,0.0004984
78,1135.74,1.5398,1.42556,1.81428,0.84984,0.8797,0.87648,0.49426,1.56886,1.00732,2.21102,0.0004918,0.0004918,0.0004918
79,1149.7,1.44291,1.30294,1.72383,0.84057,0.81274,0.84773,0.45334,1.66062,1.17128,2.28242,0.0004852,0.0004852,0.0004852
80,1163.74,1.52196,1.39943,1.79041,0.87578,0.87978,0.87751,0.39172,1.91284,1.14354,2.54506,0.0004786,0.0004786,0.0004786
81,1178.93,1.46961,1.28833,1.7504,0.86915,0.842,0.8804,0.50898,1.51157,1.06175,2.15205,0.000472,0.000472,0.000472
82,1193.88,1.49069,1.40253,1.77077,0.87196,0.88633,0.87446,0.44368,1.74077,1.09319,2.37557,0.0004654,0.0004654,0.0004654
83,1208.78,1.46214,1.28639,1.76999,0.94435,0.84559,0.87112,0.49727,1.50952,1.09883,2.15078,0.0004588,0.0004588,0.0004588
84,1223.55,1.49305,1.37518,1.82945,0.91304,0.86729,0.86833,0.42062,1.77241,1.12454,2.3416,0.0004522,0.0004522,0.0004522
85,1238.59,1.48401,1.33273,1.76777,0.94532,0.84108,0.87717,0.51652,1.55038,1.02322,2.1502,0.0004456,0.0004456,0.0004456
86,1252.42,1.51283,1.29482,1.74136,0.91377,0.84431,0.88345,0.51739,1.55911,1.0175,2.14693,0.000439,0.000439,0.000439
87,1266.79,1.48115,1.2863,1.72609,0.89128,0.84709,0.86808,0.46108,1.73947,1.04405,2.30993,0.0004324,0.0004324,0.0004324
88,1280.52,1.49352,1.25868,1.76384,0.90826,0.86729,0.8815,0.5444,1.47622,0.93529,2.09016,0.0004258,0.0004258,0.0004258
89,1294.62,1.44914,1.31049,1.72941,0.90787,0.84603,0.85656,0.49383,1.67608,1.01679,2.28026,0.0004192,0.0004192,0.0004192
90,1309.06,1.45661,1.24105,1.73592,0.88752,0.84745,0.86779,0.53429,1.45827,1.01067,2.08553,0.0004126,0.0004126,0.0004126
91,1322.96,1.44693,1.21498,1.71146,0.92128,0.86729,0.87702,0.44009,1.80297,1.04729,2.45919,0.000406,0.000406,0.000406
92,1338.5,1.45051,1.27512,1.72073,0.87278,0.84107,0.84489,0.50115,1.58892,1.03252,2.2189,0.0003994,0.0003994,0.0003994
93,1352.95,1.47925,1.30116,1.75929,0.88557,0.82695,0.85179,0.51066,1.50653,0.99841,2.14039,0.0003928,0.0003928,0.0003928
94,1368.39,1.5087,1.35566,1.79779,0.90473,0.82609,0.8523,0.44309,1.76475,1.05377,2.36609,0.0003862,0.0003862,0.0003862
95,1382.27,1.42683,1.19691,1.73464,0.90915,0.84297,0.86768,0.45891,1.75548,1.04303,2.33982,0.0003796,0.0003796,0.0003796
96,1397.07,1.45209,1.23399,1.74669,0.93037,0.85044,0.85742,0.43078,1.80467,1.03465,2.36945,0.000373,0.000373,0.000373
97,1410.98,1.44147,1.28702,1.75015,0.87019,0.86139,0.85211,0.44442,1.69048,1.02178,2.2853,0.0003664,0.0003664,0.0003664
98,1424.92,1.42597,1.19214,1.70789,0.90555,0.84709,0.86006,0.4659,1.64065,1.05171,2.2568,0.0003598,0.0003598,0.0003598
99,1437.93,1.42121,1.2947,1.66925,0.93,0.83049,0.85791,0.42809,1.7784,1.04777,2.42481,0.0003532,0.0003532,0.0003532
100,1453.28,1.47317,1.28586,1.7687,0.86116,0.86192,0.83872,0.49594,1.52832,0.99842,2.16244,0.0003466,0.0003466,0.0003466
101,1469.05,1.37903,1.25394,1.7281,0.87077,0.89344,0.86187,0.42332,1.77669,0.97171,2.42714,0.00034,0.00034,0.00034
102,1483.45,1.45674,1.24184,1.77716,0.86183,0.88036,0.86097,0.52841,1.43899,0.88501,2.07821,0.0003334,0.0003334,0.0003334
103,1498.08,1.46182,1.3052,1.74564,0.89311,0.87692,0.86812,0.47802,1.70867,0.92664,2.33904,0.0003268,0.0003268,0.0003268
104,1512.44,1.43287,1.2498,1.73867,0.90873,0.87739,0.87036,0.45805,1.74641,0.96478,2.35189,0.0003202,0.0003202,0.0003202
105,1525.85,1.36562,1.17986,1.68316,0.8717,0.88482,0.86755,0.55278,1.42089,0.89746,2.04283,0.0003136,0.0003136,0.0003136
106,1540.2,1.39499,1.17999,1.64265,0.90187,0.8558,0.87467,0.51193,1.60433,0.91787,2.20848,0.000307,0.000307,0.000307
107,1555.39,1.33982,1.16902,1.64265,0.85176,0.8659,0.86785,0.48725,1.57843,0.95948,2.22617,0.0003004,0.0003004,0.0003004
108,1569.28,1.37882,1.15019,1.68753,0.85903,0.81755,0.86058,0.47025,1.55787,0.9875,2.21711,0.0002938,0.0002938,0.0002938
109,1584.27,1.38111,1.17121,1.70692,0.90273,0.87461,0.87328,0.47347,1.66286,0.92797,2.2861,0.0002872,0.0002872,0.0002872
110,1598.62,1.42549,1.20412,1.66459,0.92977,0.87739,0.87112,0.52462,1.50228,0.88926,2.15523,0.0002806,0.0002806,0.0002806
111,1613.66,1.35917,1.1402,1.67576,0.84836,0.86571,0.8605,0.4871,1.59164,1.02415,2.2339,0.000274,0.000274,0.000274
112,1627.7,1.40029,1.15161,1.65502,0.89626,0.86451,0.87613,0.48177,1.72423,0.94197,2.3748,0.0002674,0.0002674,0.0002674
113,1642.43,1.34308,1.13517,1.64377,0.91974,0.87739,0.86698,0.4756,1.66028,0.9391,2.30426,0.0002608,0.0002608,0.0002608
114,1657.58,1.33315,1.16023,1.69162,0.89822,0.87446,0.87096,0.46138,1.69524,0.95706,2.3429,0.0002542,0.0002542,0.0002542
115,1672.37,1.38871,1.18265,1.67851,0.89732,0.87739,0.88053,0.49959,1.6087,0.94145,2.24364,0.0002476,0.0002476,0.0002476
116,1688.15,1.39625,1.17085,1.6946,0.88577,0.87739,0.87397,0.51915,1.57328,0.91941,2.21152,0.000241,0.000241,0.000241
117,1703.97,1.43269,1.18353,1.73776,0.90602,0.86061,0.87062,0.46372,1.76469,0.95653,2.40435,0.0002344,0.0002344,0.0002344
118,1719.36,1.3932,1.12167,1.65245,0.88492,0.87684,0.85883,0.47209,1.71321,0.96413,2.31498,0.0002278,0.0002278,0.0002278
119,1734.11,1.35527,1.16408,1.6639,0.86887,0.88627,0.8613,0.50925,1.58373,0.90506,2.16055,0.0002212,0.0002212,0.0002212
120,1747.33,1.30845,1.1306,1.55129,0.89037,0.85719,0.85977,0.51488,1.59384,0.89777,2.19161,0.0002146,0.0002146,0.0002146
121,1761.48,1.39643,1.18091,1.65459,0.90146,0.84709,0.86418,0.50286,1.61252,0.94292,2.21302,0.000208,0.000208,0.000208
122,1777.7,1.31907,1.06371,1.62099,0.90819,0.84709,0.85536,0.50682,1.55867,0.91909,2.15987,0.0002014,0.0002014,0.0002014
123,1791.95,1.34454,1.0899,1.69806,0.88399,0.87432,0.85618,0.47517,1.66487,0.92093,2.25358,0.0001948,0.0001948,0.0001948
124,1807.18,1.32439,1.07406,1.64486,0.8737,0.87468,0.85398,0.51845,1.50748,0.91437,2.12141,0.0001882,0.0001882,0.0001882
125,1821.24,1.35242,1.1023,1.64291,0.89034,0.8665,0.85832,0.50555,1.52762,0.91937,2.15604,0.0001816,0.0001816,0.0001816
126,1836.01,1.34425,1.12043,1.69571,0.89084,0.86224,0.85832,0.48552,1.64767,0.93079,2.27819,0.000175,0.000175,0.000175
127,1852.41,1.39345,1.12402,1.70163,0.88215,0.86729,0.86103,0.50144,1.58501,0.89846,2.21734,0.0001684,0.0001684,0.0001684
128,1866.93,1.32723,1.08185,1.61446,0.89272,0.86729,0.8651,0.52161,1.52745,0.86499,2.16933,0.0001618,0.0001618,0.0001618
129,1880.99,1.30726,1.05201,1.63127,0.91597,0.87007,0.86142,0.48493,1.64675,0.91056,2.28953,0.0001552,0.0001552,0.0001552
130,1896.13,1.31505,1.14928,1.56715,0.89867,0.86713,0.8749,0.47328,1.72541,0.92231,2.37301,0.0001486,0.0001486,0.0001486
131,1911.12,1.30144,1.09496,1.60671,0.90717,0.84587,0.86293,0.49856,1.61137,0.92931,2.23903,0.000142,0.000142,0.000142
132,1925.99,1.25377,1.03626,1.58911,0.82463,0.87599,0.86662,0.52612,1.50169,0.93186,2.1439,0.0001354,0.0001354,0.0001354
133,1940.06,1.33108,1.09408,1.63802,0.8456,0.86983,0.85857,0.52301,1.48126,0.90841,2.13114,0.0001288,0.0001288,0.0001288
134,1955,1.29428,1.05958,1.61104,0.87171,0.86234,0.86361,0.50936,1.52417,0.92246,2.16844,0.0001222,0.0001222,0.0001222
135,1968.82,1.32666,1.05079,1.64177,0.94185,0.8663,0.86574,0.50318,1.5235,0.8984,2.15497,0.0001156,0.0001156,0.0001156
