epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
67,650.172,0.91164,0.68615,1.23504,0.94223,0.864,0.93231,0.64545,1.10526,0.68107,1.31588,0.000495291,0.000495291,0.000495291
68,659.774,0.89739,0.71505,1.22491,0.94654,0.82027,0.9193,0.65442,1.02046,0.73664,1.25413,0.000481144,0.000481144,0.000481144
69,667.65,0.97253,0.72069,1.3001,0.91726,0.82111,0.8927,0.62921,1.05219,0.78455,1.28284,0.000466997,0.000466997,0.000466997
70,676.421,0.88884,0.65908,1.22161,0.89636,0.84368,0.90084,0.64503,1.05246,0.77744,1.28555,0.00045285,0.00045285,0.00045285
71,687.018,0.96866,0.72321,1.25134,0.89055,0.8661,0.91385,0.67318,1.00349,0.69834,1.2731,0.000438703,0.000438703,0.000438703
72,695.96,0.92675,0.67013,1.22214,0.94409,0.88482,0.92448,0.66993,1.04897,0.65729,1.29356,0.000424556,0.000424556,0.000424556
73,705.726,0.93986,0.70758,1.23341,0.9142,0.88912,0.92517,0.66297,1.04878,0.66498,1.28434,0.000410409,0.000410409,0.000410409
74,714.837,0.8976,0.66305,1.23091,0.95621,0.86461,0.93143,0.66494,1.03511,0.66737,1.26019,0.000396262,0.000396262,0.000396262
75,724.528,0.90547,0.64879,1.21026,0.9209,0.89315,0.93887,0.68022,1.01366,0.66153,1.24262,0.000382115,0.000382115,0.000382115
76,734.362,0.88583,0.70529,1.24242,0.95909,0.86887,0.93606,0.68474,1.02817,0.66106,1.25433,0.000367967,0.000367967,0.000367967
77,743.125,0.88749,0.65157,1.2034,0.90945,0.90714,0.9288,0.66181,1.05082,0.66161,1.28206,0.00035382,0.00035382,0.00035382
78,752.404,0.89065,0.68192,1.22405,0.92067,0.92203,0.94133,0.6801,0.99441,0.62681,1.2387,0.000339673,0.000339673,0.000339673
79,762.298,0.81083,0.60862,1.14023,0.94679,0.89296,0.93869,0.68207,1.00392,0.65496,1.24934,0.000325526,0.000325526,0.000325526
80,771.41,0.839,0.62277,1.1814,0.92216,0.91467,0.94255,0.67197,1.04658,0.63622,1.30167,0.000311379,0.000311379,0.000311379
81,780.666,0.82299,0.61053,1.16487,0.91688,0.92136,0.94084,0.67576,1.03993,0.60438,1.29591,0.000297232,0.000297232,0.000297232
82,789.782,0.83508,0.6122,1.17048,0.95119,0.86571,0.93106,0.67237,1.00034,0.62514,1.25436,0.000283085,0.000283085,0.000283085
83,798.806,0.84685,0.60073,1.17203,0.90373,0.88719,0.92379,0.6728,1.00152,0.64917,1.25054,0.000268938,0.000268938,0.000268938
84,809.428,0.84632,0.63773,1.18896,0.93615,0.8628,0.92421,0.66714,1.02022,0.65951,1.2778,0.000254791,0.000254791,0.000254791
85,817.783,0.84254,0.58204,1.17062,0.93276,0.87516,0.92879,0.66949,1.01428,0.65217,1.26241,0.000240644,0.000240644,0.000240644
